song,artist,previous_date,reentry_date,gap_days,previous_position,reentry_position,gap_strength,position_strength,momentum_score
A Psalm of Life,Lim Young Woong,2024-06-06,2024-10-16,132.0,50,50,0.25984251968503935,0.02,0.0051968503937007875
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,2024-10-13,2024-10-16,3.0,48,38,0.005905511811023622,0.26,0.0015354330708661418
Haegeum,Agust D,2024-10-12,2024-10-16,4.0,50,47,0.007874015748031496,0.08,0.0006299212598425197
I Love You,Lim Young Woong,2024-09-26,2024-10-17,21.0,48,49,0.04133858267716536,0.04,0.0016535433070866143
Interlude : Dive,Jimin,2024-10-15,2024-10-17,2.0,46,42,0.003937007874015748,0.18,0.0007086614173228346
A Psalm of Life,Lim Young Woong,2024-10-16,2024-10-19,3.0,50,49,0.005905511811023622,0.04,0.00023622047244094488
Cool With You,NewJeans,2024-10-15,2024-10-19,4.0,50,48,0.007874015748031496,0.06,0.0004724409448818897
Fact Check,NCT 127,2024-10-13,2024-10-19,6.0,44,50,0.011811023622047244,0.02,0.00023622047244094488
Cruel Summer,Taylor Swift,2024-10-08,2024-10-20,12.0,50,45,0.023622047244094488,0.12,0.0028346456692913383
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,2024-10-18,2024-10-20,2.0,31,42,0.003937007874015748,0.18,0.0007086614173228346
Haegeum,Agust D,2024-10-16,2024-10-20,4.0,47,49,0.007874015748031496,0.04,0.00031496062992125983
A Psalm of Life,Lim Young Woong,2024-10-19,2024-10-21,2.0,49,45,0.003937007874015748,0.12,0.0004724409448818897
Love Always Run Away,Lim Young Woong,2024-10-15,2024-10-21,6.0,49,47,0.011811023622047244,0.08,0.0009448818897637795
Hype Boy,NewJeans,2024-10-20,2024-10-22,2.0,48,50,0.003937007874015748,0.02,7.874015748031496e-05
I Love You,Lim Young Woong,2024-10-18,2024-10-22,4.0,49,45,0.007874015748031496,0.12,0.0009448818897637794
Interlude : Dive,Jimin,2024-10-20,2024-10-22,2.0,31,35,0.003937007874015748,0.32,0.0012598425196850393
Lovely Touch,Lim Young Woong,2024-06-06,2024-10-22,138.0,48,49,0.27165354330708663,0.04,0.010866141732283466
Haegeum,Agust D,2024-10-21,2024-10-23,2.0,50,45,0.003937007874015748,0.12,0.0004724409448818897
Still With You,Jung Kook,2024-10-20,2024-10-23,3.0,37,44,0.005905511811023622,0.14,0.0008267716535433072
Cruel Summer,Taylor Swift,2024-10-21,2024-10-24,3.0,46,50,0.005905511811023622,0.02,0.00011811023622047244
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,2024-10-22,2024-10-26,4.0,47,33,0.007874015748031496,0.36,0.0028346456692913383
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,2024-10-23,2024-10-26,3.0,32,30,0.005905511811023622,0.42,0.002480314960629921
VIBE (feat. Jimin of BTS),TAEYANG,2024-07-20,2024-10-26,98.0,49,50,0.19291338582677164,0.02,0.003858267716535433
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,2024-09-16,2024-10-27,41.0,49,50,0.08070866141732283,0.02,0.0016141732283464565
HERO,Lim Young Woong,2024-10-23,2024-10-27,4.0,50,49,0.007874015748031496,0.04,0.00031496062992125983
VIBE (feat. Jimin of BTS),TAEYANG,2024-10-26,2024-10-29,3.0,50,43,0.005905511811023622,0.16,0.0009448818897637795
Father,Lim Young Woong,2024-10-26,2024-10-30,4.0,47,47,0.007874015748031496,0.08,0.0006299212598425197
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,2024-10-28,2024-10-31,3.0,50,46,0.005905511811023622,0.1,0.0005905511811023622
Father,Lim Young Woong,2024-10-30,2024-11-01,2.0,47,43,0.003937007874015748,0.16,0.0006299212598425197
VIBE (feat. Jimin of BTS),TAEYANG,2024-10-29,2024-11-02,4.0,43,48,0.007874015748031496,0.06,0.0004724409448818897
"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long)",Fast & Furious: The Fast Saga & Jimin & BTS,2024-08-24,2024-11-03,71.0,50,44,0.13976377952755906,0.14,0.01956692913385827
New Jeans,NewJeans,2024-10-29,2024-11-03,5.0,49,48,0.00984251968503937,0.06,0.0005905511811023622
VIBE (feat. Jimin of BTS),TAEYANG,2024-11-02,2024-11-04,2.0,48,45,0.003937007874015748,0.12,0.0004724409448818897
Christmas Love,Jimin,2024-06-22,2024-11-05,136.0,48,28,0.2677165354330709,0.46,0.12314960629921262
HERO,Lim Young Woong,2024-11-03,2024-11-05,2.0,45,48,0.003937007874015748,0.06,0.00023622047244094486
Take Two,BTS,2024-11-01,2024-11-07,6.0,45,49,0.011811023622047244,0.04,0.00047244094488188977
Talk Saxy,RIIZE,2024-11-04,2024-11-07,3.0,40,50,0.005905511811023622,0.02,0.00011811023622047244
Christmas Love,Jimin,2024-11-06,2024-11-08,2.0,28,50,0.003937007874015748,0.02,7.874015748031496e-05
Ditto,NewJeans,2024-11-03,2024-11-08,5.0,49,43,0.00984251968503937,0.16,0.0015748031496062992
Love Letter,Lim Young Woong,2024-11-02,2024-11-09,7.0,50,49,0.013779527559055118,0.04,0.0005511811023622047
Christmas Love,Jimin,2024-11-08,2024-11-10,2.0,50,46,0.003937007874015748,0.1,0.0003937007874015748
Love Lee,AKMU,2024-11-10,2024-11-12,2.0,48,50,0.003937007874015748,0.02,7.874015748031496e-05
Christmas Love,Jimin,2024-11-11,2024-11-18,7.0,33,48,0.013779527559055118,0.06,0.000826771653543307
Elevator,Lim Young Woong,2024-11-16,2024-11-18,2.0,50,49,0.003937007874015748,0.04,0.00015748031496062991
Loving You,Lim Young Woong,2024-11-17,2024-11-19,2.0,47,47,0.003937007874015748,0.08,0.00031496062992125983
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,2024-10-30,2024-11-20,21.0,30,28,0.04133858267716536,0.46,0.019015748031496065
Love Station,Lim Young Woong,2024-11-17,2024-11-20,3.0,50,50,0.005905511811023622,0.02,0.00011811023622047244
Ditto,NewJeans,2024-11-19,2024-11-21,2.0,49,47,0.003937007874015748,0.08,0.00031496062992125983
You & Me,JENNIE,2024-11-19,2024-11-21,2.0,50,48,0.003937007874015748,0.06,0.00023622047244094486
Christmas Love,Jimin,2024-11-18,2024-11-22,4.0,48,49,0.007874015748031496,0.04,0.00031496062992125983
Elevator,Lim Young Woong,2024-11-20,2024-11-22,2.0,49,50,0.003937007874015748,0.02,7.874015748031496e-05
Ditto,NewJeans,2024-11-21,2024-11-23,2.0,47,50,0.003937007874015748,0.02,7.874015748031496e-05
ETA,NewJeans,2024-11-14,2024-11-23,9.0,49,48,0.017716535433070866,0.06,0.001062992125984252
Love Station,Lim Young Woong,2024-11-21,2024-11-23,2.0,50,49,0.003937007874015748,0.04,0.00015748031496062991
Christmas Love,Jimin,2024-11-22,2024-11-24,2.0,49,46,0.003937007874015748,0.1,0.0003937007874015748
Christmas Love,Jimin,2024-11-24,2024-11-28,4.0,46,48,0.007874015748031496,0.06,0.0004724409448818897
